gene,logP
isogroup46073,1.1
isogroup46076,-0.2
isogroup46077,0.6
isogroup46078,0.1
isogroup46079,0.2
isogroup4608,-7
isogroup46080,-0.1
isogroup46083,0.1
isogroup46084,-0.1
isogroup46087,0
isogroup4609,7.3
isogroup46092,-0.4
isogroup46095,0.5
isogroup46097,0.9
isogroup461,3.3
isogroup46100,0.1
isogroup46101,-0.2
isogroup46103,1.8
isogroup46106,-0.1
isogroup46108,1.4
isogroup46109,0.7
isogroup4611,4
isogroup46110,-0.1
isogroup46112,-0.2
isogroup46113,0.6
isogroup46115,1.3
isogroup46116,-0.2
isogroup4612,0.4
isogroup46121,0.1
isogroup46124,10
isogroup46126,0.2
isogroup46128,1.6
isogroup46129,0.6
isogroup4613,-4.3
isogroup46130,1.6
isogroup46131,-0.1
isogroup46133,-0.3
isogroup46136,-4.2
isogroup46137,-0.4
isogroup4614,-0.3
isogroup46140,-0.2
isogroup46142,1.5
isogroup46143,0
isogroup4615,0.3
isogroup46150,0.3
isogroup46151,0.3
isogroup46152,1
isogroup46153,0.2
isogroup4616,1.1
isogroup46161,1.1
isogroup46166,-0.8
isogroup46167,0.7
isogroup46168,1
isogroup46169,1.8
isogroup4617,0.2
isogroup46174,0.6
isogroup46177,-10
isogroup46179,0
isogroup4618,0.7
isogroup46181,0.2
isogroup46182,-1.2
isogroup46184,0.1
isogroup46185,-0.3
isogroup46187,-0.8
isogroup4619,3.5
isogroup46191,-1.5
isogroup46194,0.2
isogroup46195,0
isogroup46196,0
isogroup46199,0.2
isogroup462,1.9
isogroup4620,-0.2
isogroup46200,-1.4
isogroup46204,-0.3
isogroup46206,0.6
isogroup46208,-0.3
isogroup4621,0
isogroup46210,0.8
isogroup46211,0.6
isogroup46215,0
isogroup46218,-2
isogroup46219,0.7
isogroup4622,-0.2
isogroup46220,0
isogroup46221,0
isogroup46222,2.1
isogroup46223,0.4
isogroup46224,0.1
isogroup4623,-3.4
isogroup46232,0.5
isogroup46233,-2.2
isogroup46234,-0.3
isogroup46236,0.2
isogroup4624,2.2
isogroup46242,0.1
isogroup46243,0
isogroup46244,2.1
isogroup46246,1.2
isogroup46247,0.1
isogroup46248,1.4
isogroup46249,-0.1
isogroup4625,0
isogroup46253,0.4
isogroup46254,0.1
isogroup46255,-0.2
isogroup46256,1.2
isogroup46259,0.5
isogroup4626,3.1
isogroup46261,0.2
isogroup46262,0.8
isogroup46265,-0.3
isogroup46266,0.2
isogroup46269,-0.2
isogroup4627,-3
isogroup46270,-1.1
isogroup46271,-0.1
isogroup46273,0.8
isogroup46277,0.5
isogroup46278,2.5
isogroup46279,-10
isogroup4628,0.3
isogroup46280,0.1
isogroup46281,-1
isogroup46283,0.1
isogroup46284,3
isogroup46286,1.9
isogroup46288,-0.1
isogroup46289,-0.5
isogroup4629,4.3
isogroup46290,0.1
isogroup46291,0.4
isogroup46292,-1.6
isogroup46296,-0.3
isogroup46297,0.3
isogroup463,3.1
isogroup4630,0.5
isogroup46304,0.8
isogroup46307,1.1
isogroup46308,0.4
isogroup46309,4.2
isogroup4631,0.7
isogroup46311,0.8
isogroup46313,-0.3
isogroup46314,0.4
isogroup46315,-1.4
isogroup46316,-0.3
isogroup46318,1.5
isogroup4632,2.6
isogroup46323,3.4
isogroup46324,0.2
isogroup46327,2.2
isogroup46329,2.4
isogroup4633,0
isogroup46330,0.2
isogroup46332,0.3
isogroup46333,1
isogroup46336,1.2
isogroup46338,-1.8
isogroup4634,0.3
isogroup46342,1.3
isogroup46344,-0.1
isogroup46345,0.6
isogroup46346,1
isogroup46348,-0.2
isogroup46349,0.3
isogroup4635,-0.1
isogroup46352,0.9
isogroup46354,-0.6
isogroup46355,0
isogroup46356,-1.3
isogroup46357,3.1
isogroup46358,-0.6
isogroup4636,-0.3
isogroup46360,0.4
isogroup46361,0
isogroup46363,0.4
isogroup46364,-0.4
isogroup46365,0.3
isogroup46367,2.9
isogroup46368,-0.2
isogroup4637,-10
isogroup46371,-1.1
isogroup46372,-0.1
isogroup46373,0.8
isogroup46374,-0.2
isogroup46378,0
isogroup46379,-0.1
isogroup4638,-2.2
isogroup46381,0
isogroup46383,0.5
isogroup46388,1.3
isogroup4639,0.1
isogroup46390,-0.5
isogroup46391,-4.2
isogroup46392,0.2
isogroup46394,-0.1
isogroup46395,0
isogroup46398,-0.8
isogroup46399,0
isogroup464,1.5
isogroup4640,-0.3
isogroup46400,1
isogroup46401,-1.3
isogroup46402,-3.1
isogroup46403,0.6
isogroup46404,1.6
isogroup4641,0.1
isogroup46410,0.6
isogroup46411,0.8
isogroup46412,-0.5
isogroup46413,0.8
isogroup46415,0.1
isogroup46418,0.9
isogroup4642,-10
isogroup46422,0.2
isogroup46423,0
isogroup46424,0.4
isogroup46425,-2.5
isogroup46426,-0.1
isogroup46427,0.7
isogroup46428,1.3
isogroup46429,1.2
isogroup4643,-0.2
isogroup46430,0.1
isogroup46432,0.5
isogroup46434,-1.5
isogroup46435,-9.8
isogroup46436,0
isogroup46438,1.3
isogroup4644,-2.3
isogroup46440,0.8
isogroup46441,-0.2
isogroup46446,0.1
isogroup46448,2.5
isogroup4645,-0.4
isogroup46450,-0.2
isogroup46451,0.2
isogroup46452,0.9
isogroup46453,0.4
isogroup46457,-0.3
isogroup46458,0.4
isogroup46459,2.1
isogroup4646,5.5
isogroup46460,0.3
isogroup46461,-1.8
isogroup46464,1
isogroup46465,1.8
isogroup46466,-0.6
isogroup46467,-0.2
isogroup46468,1.7
isogroup46469,0.1
isogroup4647,0.9
isogroup4647.1,2
isogroup46473,0
isogroup46475,-5.4
isogroup46476,2.4
isogroup46477,2.5
isogroup4648,-10
isogroup46484,0.5
isogroup46486,0.4
isogroup4649,-0.1
isogroup46492,-0.2
isogroup46493,-0.8
isogroup46495,-3.1
isogroup46496,0.2
isogroup46499,0
isogroup465,-0.6
isogroup4650,0
isogroup46500,-10
isogroup46502,1.5
isogroup46503,-0.4
isogroup46504,-0.7
isogroup46506,0.5
isogroup46509,0
isogroup4651,-1
isogroup46511,-1
isogroup46512,0.2
isogroup46513,0.6
isogroup46514,-0.5
isogroup46516,0.5
isogroup46519,0.1
isogroup4652,-5.7
isogroup46520,-0.1
isogroup46521,0.3
isogroup46522,0.1
isogroup46523,0.2
isogroup46525,1.1
isogroup46526,-0.3
isogroup4653,1.2
isogroup46530,-8.2
isogroup46531,-0.4
isogroup46532,1.9
isogroup4654,-0.6
isogroup4655,1.5
isogroup4656,0.8
isogroup4657,0.3
isogroup4658,0.3
isogroup4659,0
isogroup466,-1.3
isogroup4660,1.7
isogroup4661,0.1
isogroup4662,0.1
isogroup4663,0.1
isogroup4664,0
isogroup4664.1,-0.1
isogroup4665,0.3
isogroup4666,0
isogroup4667,0.4
isogroup4668,0.2
isogroup4669,-0.1
isogroup467,0.9
isogroup4670,0.5
isogroup4671,3.6
isogroup4672,0.6
isogroup4673,1.7
isogroup4674,-0.6
isogroup4675,-1.5
isogroup4676,0.8
isogroup4677,-1.6
isogroup4678,0.7
isogroup4679,0.1
isogroup468,0.3
isogroup468.1,-1.4
isogroup4680,-0.5
isogroup4681,10
isogroup4682,1.8
isogroup4683,1.1
isogroup4684,3
isogroup4685,0
isogroup4686,0.3
isogroup4687,-0.1
isogroup4688,0.7
isogroup4689,0.1
isogroup469,1
isogroup469.1,0.9
isogroup4690,0.6
isogroup4691,0.4
isogroup4692,-0.5
isogroup4693,-1.7
isogroup4694,0.2
isogroup4695,0.4
isogroup4696,0
isogroup4697,0.6
isogroup4697.1,0.4
isogroup4698,0
isogroup4699,0.2
isogroup47,6.6
isogroup470,0.4
isogroup4700,-0.6
isogroup4701,-0.2
isogroup4702,0.6
isogroup4703,1.6
isogroup4704,-0.2
isogroup4705,0.5
isogroup4706,0.8
isogroup4707,-0.8
isogroup4708,-5.7
isogroup4709,0
isogroup471,1.4
isogroup4710,-0.9
isogroup4711,-0.1
isogroup4712,0.9
isogroup4713,0.9
isogroup4714,2.1
isogroup4715,2.7
isogroup4716,0
isogroup4717,0.3
isogroup4718,4.8
isogroup472,0.7
isogroup4720,2.2
isogroup4721,0
isogroup4722,1.3
isogroup4723,0
isogroup4724,1.6
isogroup4725,-1
isogroup4726,1.4
isogroup4727,0.5
isogroup4728,0.1
isogroup4729,-1.1
isogroup473,0.6
isogroup4730,0.1
isogroup4731,-0.2
isogroup4732,-0.5
isogroup4733,-0.5
isogroup4734,0.2
isogroup4735,-1.5
isogroup4737,0
isogroup4738,1.3
isogroup4739,1.6
isogroup474,1.1
isogroup4740,0.4
isogroup4741,0.4
isogroup4742,-0.9
isogroup4743,-1.2
isogroup4744,0.7
isogroup4745,2.5
isogroup4745.1,0.1
isogroup4745.2,0.2
isogroup4746,6.2
isogroup4747,0
isogroup4748,1.3
isogroup4749,2.2
isogroup475,-2.3
isogroup4750,-3.3
isogroup4751,-1.1
isogroup4752,0.1
isogroup4753,0.6
isogroup4754,0.9
isogroup4755,0.1
isogroup4756,-0.1
isogroup4757,0.9
isogroup4758,-1.3
isogroup4759,2.5
isogroup476,1.3
isogroup4760,-0.6
isogroup4761,0.4
isogroup4762,-0.5
isogroup4763,1.8
isogroup4764,-0.5
isogroup4766,-0.1
isogroup4767,1.4
isogroup4768,1.8
isogroup4769,0.5
isogroup477,4.5
isogroup4770,-0.5
isogroup4771,-4.2
isogroup4772,-6
isogroup4773,0.3
isogroup4774,2.6
isogroup4775,2.6
isogroup4776,1.3
isogroup4777,-2.2
isogroup4778,0.3
isogroup4779,0.2
isogroup478,6.1
isogroup4780,4.3
isogroup4781,0.8
isogroup4782,0.1
isogroup4783,-0.3
isogroup4784,-7.9
isogroup4785,-1.1
isogroup4786,0.2
isogroup4787,-0.4
isogroup4788,0.6
isogroup4789,0.1
isogroup479,3.7
isogroup479.1,4.2
isogroup4790,0
isogroup4791,-1.8
isogroup4792,0.2
isogroup4793,2.3
isogroup4794,-0.6
isogroup4795,0.3
isogroup4796,0.2
isogroup4797,-0.7
isogroup4798,1.4
isogroup4799,0.5
isogroup48,3.3
isogroup480,6.2
isogroup4800,0
isogroup4801,3.4
isogroup4802,4.4
isogroup4803,-0.4
isogroup4804,4.8
isogroup4805,-0.3
isogroup4806,4
isogroup4807,1.5
isogroup4808,-0.1
isogroup4809,-3
isogroup481,1.8
isogroup4810,-1.6
isogroup4811,-0.3
isogroup4812,0.3
isogroup4813,1.6
isogroup4814,0.3
isogroup4815,0.4
isogroup4816,0.6
isogroup4817,-0.4
isogroup4818,0.4
isogroup4819,1.7
isogroup482,7.3
isogroup4820,6.4
isogroup4821,0
isogroup4822,-3
isogroup4823,4.2
isogroup4824,0.4
isogroup4825,3.6
isogroup4826,1.6
isogroup4827,0.2
isogroup4828,-0.1
isogroup483,5
isogroup4830,-0.3
isogroup4831,-0.2
isogroup4832,0
isogroup4833,1.5
isogroup4834,0.1
isogroup4835,-0.1
isogroup4836,2.4
isogroup4837,-0.1
isogroup4838,0.7
isogroup4839,-0.8
isogroup484,0.5
isogroup4840,0.7
isogroup4841,-0.2
isogroup4842,0.9
isogroup4842.1,-0.9
isogroup4843,2.8
isogroup4844,0.5
isogroup4845,0.4
isogroup4846,-0.5
isogroup4847,-0.2
isogroup4849,-1.3
isogroup485,4.4
isogroup4850,0.3
isogroup4851,6.7
isogroup4852,1.5
isogroup4853,0.2
isogroup4853.1,-0.6
isogroup4854,-3.6
isogroup4856,0.8
isogroup4857,0.3
isogroup4859,0.6
isogroup486,5.2
isogroup4860,-0.3
isogroup4861,0
isogroup4862,-0.4
isogroup4863,1.6
isogroup4864,1.7
isogroup4865,0
isogroup4866,-1.9
isogroup4867,3.7
isogroup4868,3.2
isogroup4869,0.6
isogroup487,5.7
isogroup4870,-1.2
isogroup4871,-1.4
isogroup4871.1,0.5
isogroup4872,-0.4
isogroup4873,0.7
isogroup4874,-0.6
isogroup4875,-0.5
isogroup4876,-0.6
isogroup4877,0.1
isogroup4878,-2.2
isogroup4879,-0.5
isogroup488,2.2
isogroup4880,0.9
isogroup4881,-0.1
isogroup4882,0.8
isogroup4883,0.4
isogroup4884,0.3
isogroup4885,0.9
isogroup4886,-0.7
isogroup4887,0.2
isogroup4888,1.7
isogroup4889,-0.2
isogroup489,3.6
isogroup4890,-0.6
isogroup4891,-0.6
isogroup4892,-0.1
isogroup4893,1.5
isogroup4894,0.4
isogroup4895,-1.3
isogroup4896,3.2
isogroup4897,1.4
isogroup4898,1.2
isogroup4899,-1.1
isogroup49,3.9
isogroup490,-0.1
isogroup4901,0.4
isogroup4902.1,0.5
isogroup4903,-0.6
isogroup4903.1,-0.4
isogroup4904,-0.1
isogroup4905,0.6
isogroup4906,-0.1
isogroup4907,-0.1
isogroup4908,-0.7
isogroup4909,0.1
isogroup491,2.4
isogroup4910,-0.2
isogroup4911,0.3
isogroup4912,-0.1
isogroup4913,-2.9
isogroup4914,-0.2
isogroup4915,-0.1
isogroup4916,1
isogroup4917,-0.1
isogroup4918,0.4
isogroup4919,-0.2
isogroup492,5.3
isogroup4920,-0.5
isogroup4921,0.9
isogroup4922,0.3
isogroup4923,1.8
isogroup4924,-0.5
isogroup4925,-2.9
isogroup4926,2.8
isogroup4927,-1.6
isogroup4927.1,0.1
isogroup4928,-1
isogroup4929,0.1
isogroup493,0.5
isogroup4930,0.5
isogroup4931,-1.7
isogroup4932,-0.2
isogroup4933,1.5
isogroup4934,1
isogroup4935,-0.2
isogroup4936,-1.4
isogroup4938,-1.8
isogroup4939,-1
isogroup494,-2.3
isogroup4940,0.7
isogroup4941,0
isogroup4942,5.2
isogroup4943,0
isogroup4944,0.2
isogroup4945,0.1
isogroup4946,0.1
isogroup4947,0.2
isogroup4948,0.6
isogroup4949,1.2
isogroup495,0.1
isogroup4950,-0.4
isogroup4951,0.3
isogroup4952,0.6
isogroup4953,1.6
isogroup4954,1
isogroup4955,-0.5
isogroup4956,0.7
isogroup4957,0.2
isogroup4958,1.3
isogroup4959,-0.2
isogroup496,-1.1
isogroup4960,1
isogroup4961,-5.9
isogroup4962,-0.2
isogroup4963,0.4
isogroup4964,-0.5
isogroup4965,0.9
isogroup4966,-2.7
isogroup4967,-0.5
isogroup4968,-0.5
isogroup4969,0.1
isogroup4969.1,0.6
isogroup497,1.2
isogroup4970,3.6
isogroup4971,2.7
isogroup4972,0.1
isogroup4973,-0.4
isogroup4974,0.5
isogroup4975,0.6
isogroup4976,0.8
isogroup4977,0.1
isogroup4978,2.6
isogroup4979,-0.3
isogroup498,2.1
isogroup4980,0
isogroup4981,-0.6
isogroup4982,0
isogroup4983,-0.5
isogroup4984,0.8
isogroup4985,2.3
isogroup4986,0.3
isogroup4987,0.5
isogroup4988,-0.1
isogroup4989,-5.5
isogroup499,1.9
isogroup4990,1
isogroup4992,-0.1
isogroup4993,0.1
isogroup4994,2.1
isogroup4995,-2.7
isogroup4996,0.1
isogroup4997,-0.3
isogroup4998,-9
isogroup4999,-0.2
isogroup5,4.1
isogroup50,5.8
isogroup500,2
isogroup5000,1.6
isogroup5001,-1.3
isogroup5002,-1
isogroup5003,1.4
isogroup5004,1.2
isogroup5004.1,-0.9
isogroup5005,0.3
isogroup5006,0
isogroup5007,0.9
isogroup5008,0
isogroup5009,-0.6
isogroup5009.1,0.5
isogroup501,2.3
isogroup5010,0.6
isogroup5011,0.5
isogroup5012,-8.8
isogroup5014,-0.9
isogroup5015,-2.1
isogroup5016,1.6
isogroup5017,1.4
isogroup5018,0
isogroup5019,-0.2
isogroup502,1.6
isogroup5020,0.2
isogroup5021,0.5
isogroup5022,0.4
isogroup5023,-0.7
isogroup5024,2.8
isogroup5025,0.1
isogroup5026,1.8
isogroup5027,0
isogroup5028,-2.2
isogroup5029,-3.6
isogroup503,2.9
isogroup5030,4.3
isogroup5031,1.5
isogroup5032,1
isogroup5033,0.2
isogroup5034,0.4
isogroup5035,-0.2
isogroup5036,0.6
isogroup5037,1.7
isogroup5038,1.1
isogroup5039,0.1
isogroup504,1
isogroup5040,0.5
isogroup5041,-0.9
isogroup5043,-3.2
isogroup5044,0.1
isogroup5045,-0.5
isogroup5046,1.1
isogroup5047,1.4
isogroup5048,0.2
isogroup5049,-9
isogroup505,-2.7
isogroup5050,0.4
isogroup5051,-0.9
isogroup5052,0
isogroup5053,0.1
isogroup5054,-0.2
isogroup5055,-2.8
isogroup5056,0.5
isogroup5057,-0.1
isogroup5058,-0.9
isogroup5059,1.6
isogroup506,-1
isogroup506.1,0.4
isogroup506.2,0.6
isogroup5060,7.1
isogroup5061,0.3
isogroup5062,-0.3
isogroup5063,0.2
isogroup5064,-0.7
isogroup5065,0.3
isogroup5066,0.9
isogroup5067,0.1
isogroup5068,1.1
isogroup5069,0.4
isogroup507,3
isogroup5070,-8.4
isogroup5071,-0.5
isogroup5073,10
isogroup5074,-0.6
isogroup5075,1.9
isogroup5076,3.7
isogroup5077,-0.4
isogroup5078,2.4
isogroup5079,-2.9
isogroup508,0.8
isogroup508.1,-0.1
isogroup5080,-0.7
isogroup5081,-0.8
isogroup5082,0
isogroup5083,-0.2
isogroup5084,0
isogroup5085,4.3
isogroup5086,-1.4
isogroup5087,-0.2
isogroup5088,-0.3
isogroup5089,-0.1
isogroup509,1
isogroup5090,0.8
isogroup5091,0.5
isogroup5093,-2.3
isogroup5094,2.9
isogroup5095,0.3
isogroup5096,1
isogroup5097,2.1
isogroup5098,-8
isogroup5099,1.9
isogroup51,1.2
isogroup510,7.1
isogroup5100,-3.1
isogroup5101,0.4
isogroup5102,0.1
isogroup5103,-1.1
isogroup5104,-1.1
isogroup5105,-0.2
isogroup5106,1.9
isogroup5108,1.2
isogroup5109,0.5
isogroup511,-5.4
isogroup511.1,-1.1
isogroup511.2,1.5
isogroup5110,2.5
isogroup5111,0.6
isogroup5112,-0.1
isogroup5113,0
isogroup5114,0.7
isogroup5115,-2.3
isogroup5116,1.4
isogroup5117,0.2
isogroup5118,0.4
isogroup5119,0.3
isogroup512,0.9
isogroup5120,1.1
isogroup5121,0.6
isogroup5122,-2.6
isogroup5123,1.2
isogroup5124,1.4
isogroup5125,0.7
isogroup5127,0.7
isogroup5128,-0.5
isogroup5129,-1.8
isogroup513,0.6
isogroup5130,0.1
isogroup5131,-0.3
isogroup5132,0.8
isogroup5133,-1.3
isogroup5135,1.5
isogroup5136,0.1
isogroup5137,1
isogroup5138,2.4
isogroup5139,-0.2
isogroup514,0.9
isogroup5140,-0.1
isogroup5141,0.3
isogroup5142,1.2
isogroup5143,0.1
isogroup5144,-0.6
isogroup5145,-0.4
isogroup5146,0.3
isogroup5148,0.5
isogroup5149,0.6
isogroup515,1.6
isogroup5150,-5.1
isogroup5151,-1
isogroup5152,-1
isogroup5153,1.4
isogroup5154,-0.1
isogroup5155,0.5
isogroup5156,-2.2
isogroup5157,0.3
isogroup5158,-0.5
isogroup5159,-1.6
isogroup516,4.7
isogroup5160,1.6
isogroup5161,0.2
isogroup5162,0.9
isogroup5164,0.4
isogroup5165,0.6
isogroup5166,0.4
isogroup5167,-0.5
isogroup5168,1.6
isogroup5169,0.8
isogroup517,-6
isogroup5170,-5.9
isogroup5171,-5.2
isogroup5172,0
isogroup5174,-5.6
isogroup5175,0.8
isogroup5176,-0.7
isogroup5177,-0.2
isogroup5178,10
isogroup5179,0.3
isogroup518,2.8
isogroup5180,1
isogroup5181,1.6
isogroup5182,0.8
isogroup5183,0.7
isogroup5184,-1.6
isogroup5185,-0.1
isogroup5186,0.2
isogroup5187,2.2
isogroup5188,-1.1
isogroup5189,-0.1
isogroup519,0.2
isogroup5190,-0.7
isogroup5191,0.2
isogroup5192,0.6
isogroup5193,-0.4
isogroup5194,10
isogroup5195,0.1
isogroup5196,-0.2
isogroup5197,5.8
isogroup5198,-2.2
isogroup5199,-0.5
isogroup52,1.5
isogroup520,7.5
isogroup5200,0.1
isogroup5201,0.6
isogroup5202,0.1
isogroup5203,0.1
isogroup5204,1
isogroup5205,0.5
isogroup5206,0.3
isogroup5207,-1.9
isogroup5208,-1.9
isogroup5209,-0.2
isogroup521,-0.3
isogroup5211,1.2
isogroup5212,-0.5
isogroup5213,1
isogroup5214,0.1
isogroup5215,0.2
isogroup5216,1.9
isogroup5217,0.5
isogroup5218,-0.6
isogroup5219,1.4
isogroup522,0.5
isogroup5220,0.1
isogroup5221,-0.2
isogroup5222,-0.1
isogroup5223,1.2
isogroup5224,-1.1
isogroup5225,-2.4
isogroup5226,0.1
isogroup5227,-4.6
isogroup5228,0
isogroup5229,0
isogroup523,3.6
isogroup5230,0.1
isogroup5231,0.8
isogroup5232,0.5
isogroup5233,1
isogroup5234,0.6
isogroup5235,0.8
isogroup5236,0.6
isogroup5237,0.4
isogroup5238,0
isogroup5239,0.2
isogroup524,2.6
isogroup5240,0.1
isogroup5241,0.7
isogroup5242,1.2
isogroup5243,1
isogroup5244,0.3
isogroup5245,-0.5
isogroup5246,0.9
isogroup5247,2.4
isogroup5248,0.4
isogroup5249,2.3
isogroup525,-0.2
isogroup5250,0
isogroup5251,0
isogroup5252,1.5
isogroup5253,-2
isogroup5254,0.3
isogroup5255,0.7
isogroup5256,0.3
isogroup5257,2.4
isogroup5258,1.3
isogroup5259,-6.7
isogroup526,1.6
isogroup5260,0.6
isogroup5261,-0.6
isogroup5262,1
isogroup5263,-1.2
isogroup5264,0.3
isogroup5265,0.7
isogroup5265.1,-0.1
isogroup5266,2.3
isogroup5267,-0.7
isogroup5268,-0.3
isogroup5269,-1.6
isogroup527,5.7
isogroup5270,0.5
isogroup5271,-0.1
isogroup5272,0.1
isogroup5273,0.1
isogroup5274,0
isogroup5275,-1.9
isogroup5276,0
isogroup5277,-0.4
isogroup5278,0.5
isogroup5279,1.9
isogroup528,0.5
isogroup5280,-1.1
isogroup5281,0.7
isogroup5282,-1.6
isogroup5283,1.8
isogroup5284,-0.4
isogroup5285,-0.1
isogroup5286,0.5
isogroup5287,0.4
isogroup5288,1.4
isogroup5289,0.1
isogroup529,0.7
isogroup5290,0.1
isogroup5291,0.1
isogroup5292,-1.4
isogroup5293,0.3
isogroup5294,0.1
isogroup5295,2.1
isogroup5296,1.3
isogroup5297,-1.4
isogroup5298,-7.8
isogroup5299,0
isogroup53,3.2
isogroup530,0.8
isogroup5300,-1
isogroup5301,1.7
isogroup5302,-7.8
isogroup5303,1.1
isogroup5304,0.1
isogroup5305,0.7
isogroup5306,0.6
isogroup5307,0.8
isogroup5308,1.3
isogroup5309,-0.3
isogroup531,0.2
isogroup5310,-2.2
isogroup5311,1.9
isogroup5312,0.3
isogroup5313,-1.4
isogroup5314,0
isogroup5315,-1.2
isogroup5316,0.2
isogroup5317,0.6
isogroup5318,0.4
isogroup5319,-3.4
isogroup532,1.6
isogroup5320,0
isogroup5321,-3
isogroup5322,2.3
isogroup5323,1.3
isogroup5324,-0.3
isogroup5325,-0.6
isogroup5326,0
isogroup5327,0.4
isogroup5328,-3.4
isogroup5329,-0.2
isogroup533,3.9
isogroup5331,0.5
isogroup5332,-0.8
isogroup5333,2.9
isogroup5335,-0.3
isogroup5336,-0.1
isogroup5337,-0.4
isogroup5338,1.4
isogroup5339,-0.4
isogroup534,1.7
isogroup5340,-0.1
isogroup5341,-0.4
isogroup5342,1.6
isogroup5343,0.7
isogroup5344,0.9
isogroup5345,0.1
isogroup5346,-3.8
isogroup5347,3.8
isogroup5348,0.3
isogroup535,1.9
isogroup5350,-0.2
isogroup5352,-1.4
isogroup5353,-0.8
isogroup5354,-0.4
isogroup5355,-0.3
isogroup5356,0.1
isogroup5357,0
isogroup5358,-0.6
isogroup5359,-0.2
isogroup536,-9.5
isogroup5360,-0.1
isogroup5361,-0.2
isogroup5362,0
isogroup5363,0
isogroup5364,-0.3
isogroup5365,1.5
isogroup5366,-0.2
isogroup5367,0.7
isogroup5368,0.6
isogroup5369,1.1
isogroup537,-2.5
isogroup5370,0.8
isogroup5371,-0.1
isogroup5372,-0.2
isogroup5373,-0.1
isogroup5374,0.7
isogroup5375,-0.1
isogroup5376,1.1
isogroup5377,0.3
isogroup5378,3.9
isogroup5379,-0.7
isogroup538,0.4
isogroup5380,2.6
isogroup5381,0.8
isogroup5382,1
isogroup5383,-0.1
isogroup5384,-0.1
isogroup5385,2.6
isogroup5386,-0.4
isogroup5387,1.1
isogroup5388,-7.4
isogroup5389,-1
isogroup5389.1,0.9
isogroup539,2.4
isogroup5390,-1.3
isogroup5391,-0.1
isogroup5392,0.3
isogroup5393,-2.1
isogroup5394,-0.8
isogroup5395,0.3
isogroup5396,1.4
isogroup5397,0.2
isogroup5398,0.9
isogroup54,7
isogroup540,0.4
isogroup5400,2.2
isogroup5402,-0.2
isogroup5403,0.7
isogroup5404,0.9
isogroup5405,-1.3
isogroup5406,-0.1
isogroup5407,1.3
isogroup5408,0.8
isogroup5409,-0.3
isogroup541,1.5
isogroup5410,0.2
isogroup5411,1
isogroup5412,-0.5
isogroup5413,0.1
isogroup5414,0.9
isogroup5415,0.8
isogroup5416,0
isogroup5417,1.2
isogroup5419,-0.4
isogroup542,0.3
isogroup5420,1.8
isogroup5421,-0.1
isogroup5422,0.9
isogroup5423,0.2
isogroup5424,1.1
isogroup5425,0.4
isogroup5426,1.5
isogroup5427,1
isogroup5428,1.6
isogroup5429,-0.5
isogroup5430,0
isogroup5431,0
isogroup5432,2.6
isogroup5433,0.5
isogroup5434,0.1
isogroup5435,-4
isogroup5436,-2.2
isogroup5437,0.3
isogroup5438,0.3
isogroup5439,4.2
isogroup544,-0.1
isogroup5440,0.7
isogroup5441,-0.4
isogroup5442,-0.3
isogroup5443,-2.1
isogroup5444,-0.1
isogroup5445,1.1
isogroup5446,1
isogroup5447,-0.8
isogroup5448,-0.1
isogroup5449,-0.1
isogroup545,2.1
isogroup5450,0
isogroup5451,0.3
isogroup5452,-3.4
isogroup5453,0.8
isogroup5454,2.1
isogroup5455,0.1
isogroup5456,0.5
isogroup5457,-0.4
isogroup5458,1.3
isogroup546,2.6
isogroup5460,0.4
isogroup5461,0.7
isogroup5462,0.3
isogroup5463,0.3
isogroup5464,0
isogroup5465,4.1
isogroup5466,1.8
isogroup5467,0.3
isogroup5468,-1.1
isogroup5469,-0.2
isogroup547,2.1
isogroup5470,0.8
isogroup5471,1
isogroup5472,4.8
isogroup5473,-1.4
isogroup5474,0.3
isogroup5475,2.7
isogroup5476,0.7
isogroup5477,1.6
isogroup5478,-0.3
isogroup5479,0.4
isogroup548,1.4
isogroup5480,-0.3
isogroup5481,0
isogroup5482,-0.3
isogroup5483,-1.2
isogroup5484,-1.1
isogroup5485,1.5
isogroup5486,0
isogroup5487,-0.1
isogroup5488,-0.1
isogroup5489,0.1
isogroup549,0.4
isogroup5490,0.1
isogroup5492,-1
isogroup5494,0.1
isogroup5495,-0.8
isogroup5496,0
isogroup5497,1.2
isogroup5498,0.6
isogroup5499,0.2
isogroup55,0.6
isogroup550,0.1
isogroup5500,0
isogroup5500.1,0.5
isogroup5501,-1
isogroup5502,-6
isogroup5503,-2.1
isogroup5504,2
isogroup5505,0.1
isogroup5506,0.3
isogroup5507,-2.3
isogroup5508,4.9
isogroup5509,0.1
isogroup551,3
isogroup5510,0.2
isogroup5511,5.8
isogroup5512,0.9
isogroup5513,2.5
isogroup5514,-0.2
isogroup5515,-0.6
isogroup5516,0.6
isogroup5517,0.1
isogroup5518,0.8
isogroup5519,0.1
isogroup552,3.9
isogroup5520,-0.1
isogroup5521,-1.1
isogroup5522,1.5
isogroup5523,4.2
isogroup5524,0.5
isogroup5525,0.2
isogroup5526,0.3
isogroup5527,-5.6
isogroup5528,0.6
isogroup5529,2
isogroup553,1.1
isogroup5530,-5.9
isogroup5531,3.3
isogroup5532,-0.9
isogroup5533,0.2
isogroup5534,0
isogroup5535,2.1
isogroup5536,0.4
isogroup5537,1.6
isogroup5538,-0.3
