gene,lp
isogroup6409,3.86
isogroup641,-1.28
isogroup6410,-0.23
isogroup6411,-0.3
isogroup6412,-0.36
isogroup6413,0.51
isogroup6414,0.08
isogroup6415,-0.02
isogroup6416,-0.63
isogroup6417,0.19
isogroup6418,-0.36
isogroup6419,0.55
isogroup642,-1.46
isogroup6420,1.88
isogroup6420.1,-0.16
isogroup6421,-0.44
isogroup6422,-0.86
isogroup6423,-1.7
isogroup6424,1
isogroup6425,-0.55
isogroup6426,2.36
isogroup6427,-0.59
isogroup6428,-0.24
isogroup6429,2.21
isogroup643,-0.21
isogroup6430,-0.27
isogroup6431,-0.08
isogroup6432,3.26
isogroup6432.1,-2.01
isogroup6433,2.14
isogroup6434,0.01
isogroup6436,0.54
isogroup6437,1.19
isogroup6438,0.4
isogroup6439,0.02
isogroup644,2.12
isogroup6440,-1.12
isogroup6441,0.35
isogroup6442,0.26
isogroup6443,0.51
isogroup6444,1.78
isogroup6445,-1.4
isogroup6446,-0.78
isogroup6447,-0.52
isogroup6448,-0.13
isogroup6449,4.14
isogroup645,-0.38
isogroup6450,-0.04
isogroup6451,0.36
isogroup6452,0.5
isogroup6453,0.52
isogroup6454,-0.07
isogroup6455,0.68
isogroup6456,1.58
isogroup6457,-0.46
isogroup6458,-0.07
isogroup6459,-1.38
isogroup646,0.1
isogroup6460,2.55
isogroup6461,-0.24
isogroup6462,0.35
isogroup6463,-0.72
isogroup6464,-0.5
isogroup6465,0.81
isogroup6466,0.04
isogroup6467,-0.04
isogroup6468,1.74
isogroup6469,0.16
isogroup647,1.04
isogroup647.1,0.63
isogroup6470,0.53
isogroup6471,0.21
isogroup6472,-0.55
isogroup6473,4.92
isogroup6474,-1.31
isogroup6475,0.04
isogroup6476,0.33
isogroup6477,0.98
isogroup6478,0.16
isogroup6479,0.24
isogroup648,-0.74
isogroup6480,1.49
isogroup6481,0.18
isogroup6482,0.16
isogroup6483,-0.33
isogroup6484,-0.19
isogroup6485,-0.06
isogroup6486,-0.33
isogroup6487,3.15
isogroup6488,0.86
isogroup6489,0.02
isogroup649,-0.27
isogroup6490,1.36
isogroup6491,0.44
isogroup6492,-0.1
isogroup6493,0.04
isogroup6494,-0.3
isogroup6495,-0.12
isogroup6496,2.57
isogroup6497,0.25
isogroup6498,-0.71
isogroup6499,0.84
isogroup65,-0.32
isogroup650,-1.27
isogroup6500,0.42
isogroup6501,0.61
isogroup6502,-0.63
isogroup6503,3.35
isogroup6504,1.56
isogroup6505,-0.44
isogroup6506,1.31
isogroup6507,0.13
isogroup6508,-0.9
isogroup6509,-0.51
isogroup651,-0.99
isogroup6510,0.15
isogroup6511,0.19
isogroup6512,1
isogroup6513,0.09
isogroup6514,-0.97
isogroup6515,0.21
isogroup6516,0.42
isogroup6517,0.21
isogroup6518,2.08
isogroup6519,0.25
isogroup652,-2.8
isogroup6520,-0.45
isogroup6521,0.64
isogroup6522,0.82
isogroup6523,-0.47
isogroup6524,0.34
isogroup6525,3.68
isogroup6527,-0.55
isogroup6528,-0.06
isogroup6529,0.25
isogroup6530,-0.05
isogroup6531,-1.03
isogroup6532,-4.82
isogroup6533,0.06
isogroup6534,-1.23
isogroup6535,-0.03
isogroup6536,-0.06
isogroup6537,0.08
isogroup6538,-4.43
isogroup6539,-0.23
isogroup654,-0.36
isogroup6540,4.74
isogroup6541,-0.14
isogroup6542,-0.59
isogroup6543,-1.55
isogroup6544,0.34
isogroup6545,-0.58
isogroup6546,0.15
isogroup6547,-0.13
isogroup6548,-1.27
isogroup6549,-0.26
isogroup655,2.19
isogroup6550,-0.07
isogroup6551,0.69
isogroup6552,-0.16
isogroup6553,-0.34
isogroup6554,0.27
isogroup6555,1.03
isogroup6556,-2.03
isogroup6557,-0.12
isogroup6558,0.06
isogroup6559,0.35
isogroup656,-2.27
isogroup6560,0.07
isogroup6561,-0.88
isogroup6562,2.13
isogroup6563,-2.37
isogroup6564,0.07
isogroup6565,-0.39
isogroup6566,0.1
isogroup6567,-0.67
isogroup6568,0.07
isogroup6569,-0.95
isogroup657,-1.62
isogroup6571,-1.41
isogroup6572,0.37
isogroup6573,-0.45
isogroup6574,1.01
isogroup6575,3.18
isogroup6576,-0.64
isogroup6577,0.04
isogroup6578,-0.43
isogroup6579,0.12
isogroup658,-3.84
isogroup6580,-0.22
isogroup6581,-0.29
isogroup6582,1
isogroup6583,-1.3
isogroup6584,0.39
isogroup6585,0.33
isogroup6586,-0.23
isogroup6587,-2.91
isogroup6588,-0.11
isogroup6589,-2.93
isogroup659,-1.71
isogroup6590,-1.9
isogroup6591,-0.81
isogroup6592,0.51
isogroup6593,-0.13
isogroup6594,-0.17
isogroup6595,-0.81
isogroup6596,-0.1
isogroup6597,0.09
isogroup6598,1.43
isogroup6599,1.34
isogroup66,1.38
isogroup660,2.93
isogroup6600,1.67
isogroup6601,-0.06
isogroup6602,2.28
isogroup6603,0.51
isogroup6604,-0.53
isogroup6605,0.1
isogroup6606,0.58
isogroup6607,1.01
isogroup6608,2.61
isogroup6609,-0.88
isogroup661,-0.17
isogroup6610,-0.46
isogroup6611,-0.65
isogroup6612,-0.4
isogroup6613,-0.16
isogroup6614,-4.02
isogroup6615,0.51
isogroup6616,0.2
isogroup6617,0.04
isogroup6618,-1.03
isogroup6619,-1.98
isogroup662,0.01
isogroup662.1,-0.37
isogroup6620,-4.2
isogroup6621,-0.17
isogroup6623,-0.48
isogroup6624,0.32
isogroup6625,-0.44
isogroup6626,-0.97
isogroup6627,-0.74
isogroup6628,0.05
isogroup6628.1,1.21
isogroup6629,-0.19
isogroup663,-0.32
isogroup6630,0.44
isogroup6631,0.17
isogroup6632,2.29
isogroup6633,0.03
isogroup6634,-0.1
isogroup6634.1,-1.95
isogroup6635,0.1
isogroup6636,0.57
isogroup6637,-0.14
isogroup6638,-0.1
isogroup6639,-0.48
isogroup664,7.72
isogroup6640,-0.03
isogroup6641,0.37
isogroup6642,-0.2
isogroup6643,-0.7
isogroup6644,1.63
isogroup6645,0.08
isogroup6646,1.77
isogroup6647,-0.13
isogroup6648,-0.61
isogroup6649,-0.69
isogroup665,-2.16
isogroup6650,-0.31
isogroup6651,-0.7
isogroup6652,-1.03
isogroup6652.1,0.8
isogroup6653,0.35
isogroup6654,-0.41
isogroup6655,1.68
isogroup6656,1.12
isogroup6657,0.36
isogroup6658,-1.34
isogroup6659,-0.89
isogroup666,0.16
isogroup6660,-0.88
isogroup6661,0.79
isogroup6662,0.13
isogroup6663,0.99
isogroup6664,0.45
isogroup6665,0.26
isogroup6666,-0.23
isogroup6667,-0.09
isogroup6668,0.34
isogroup6669,-0.09
isogroup667,-0.33
isogroup6670,0.26
isogroup6671,0.86
isogroup6672,0.42
isogroup6673,-0.16
isogroup6674,0.05
isogroup6675,-0.5
isogroup6676,0.17
isogroup6677,-0.38
isogroup6678,-0.04
isogroup6679,-1.74
isogroup668,-0.78
isogroup6680,0.76
isogroup6681,0.36
isogroup6682,0.13
isogroup6683,0
isogroup6684,-0.02
isogroup6685,1.69
isogroup6686,-0.74
isogroup6687,-0.72
isogroup6688,0.17
isogroup6689,0.08
isogroup669,0.2
isogroup6690,-0.22
isogroup6691,0.03
isogroup6692,-0.37
isogroup6693,1.71
isogroup6694,-0.08
isogroup6695,-0.37
isogroup6696,-1.35
isogroup6697,-0.41
isogroup6698,-0.39
isogroup6699,-0.26
isogroup67,-0.66
isogroup670,-0.87
isogroup6700,-0.9
isogroup6701,-0.25
isogroup6702,-3.11
isogroup6703,-1.29
isogroup6704,0.92
isogroup6705,0.02
isogroup6706,-0.2
isogroup6707,1.64
isogroup6708,-1.48
isogroup6709,0.54
isogroup671,0.18
isogroup6710,-0.07
isogroup6710.1,-0.12
isogroup6711,0.38
isogroup6712,0.24
isogroup6713,0.15
isogroup6714,2.93
isogroup6715,-1.17
isogroup6716,-1.19
isogroup6717,0.86
isogroup6718,0.28
isogroup6719,-1.34
isogroup672,0.69
isogroup6720,0.95
isogroup6721,-0.1
isogroup6722,0.12
isogroup6723,-0.34
isogroup6724,0.16
isogroup6726,-0.7
isogroup6727,-0.2
isogroup6728,-5.23
isogroup6729,-0.19
isogroup673,-0.68
isogroup6730,-1.01
isogroup6731,0.48
isogroup6732,0.22
isogroup6733,0.14
isogroup6734,-0.57
isogroup6735,0.13
isogroup6736,-0.19
isogroup6738,-0.77
isogroup6739,0.02
isogroup674,0.09
isogroup6740,0.45
isogroup6741,-2.17
isogroup6742,0.2
isogroup6743,-0.06
isogroup6744,-0.68
isogroup6744.1,-0.11
isogroup6745,0.44
isogroup6746,-1.95
isogroup6747,-0.77
isogroup6748,-0.19
isogroup6749,-0.29
isogroup675,-0.21
isogroup6750,3.61
isogroup6751,0.67
isogroup6752,-0.03
isogroup6753,-1.4
isogroup6754,-0.34
isogroup6755,2.82
isogroup6756,-0.02
isogroup6757,-0.33
isogroup6758,0.88
isogroup6759,-0.11
isogroup676,-0.22
isogroup6760,-0.64
isogroup6761,5.84
isogroup6762,-0.1
isogroup6763,-1.34
isogroup6764,0.18
isogroup6765,0.69
isogroup6766,0.43
isogroup6767,-0.1
isogroup6768,-0.3
isogroup6769,1.98
isogroup677,-3.32
isogroup6770,-0.21
isogroup6771,1.61
isogroup6772,0.25
isogroup6773,-0.04
isogroup6774,-0.16
isogroup6775,0.21
isogroup6776,-1.84
isogroup6777,1.03
isogroup6778,0.78
isogroup6779,0.09
isogroup678,-2.38
isogroup6780,3.07
isogroup6781,-0.6
isogroup6782,-3.44
isogroup6783,2.41
isogroup6784,0.11
isogroup6785,5.99
isogroup6785.1,-0.22
isogroup6786,-0.1
isogroup6787,-0.18
isogroup6788,0.39
isogroup6789,-0.17
isogroup679,0.34
isogroup6790,-0.26
isogroup6791,0.73
isogroup6792,-1.68
isogroup6793,0.06
isogroup6794,-0.42
isogroup6795,-0.12
isogroup6796,1.19
isogroup6797,0.05
isogroup6798,0.03
isogroup6799,0.13
isogroup68,-1.76
isogroup680,-0.06
isogroup6800,-0.14
isogroup6800.1,-1.3
isogroup6801,0.89
isogroup6802,-0.29
isogroup6803,0.46
isogroup6804,-0.49
isogroup6805,-0.66
isogroup6806,-0.45
isogroup6807,0.16
isogroup6808,1.24
isogroup6809,-0.52
isogroup681,1.05
isogroup6810,0
isogroup6811,0.16
isogroup6812,0.13
isogroup6813,0.08
isogroup6814,-0.33
isogroup6815,0.6
isogroup6816,-1.62
isogroup6817,0.21
isogroup6818,0.07
isogroup6819,0.3
isogroup682,0.28
isogroup6820,1.45
isogroup6821,0.44
isogroup6822,-0.05
isogroup6823,0.61
isogroup6824,-0.11
isogroup6825,0.48
isogroup6826,-1.53
isogroup6827,0.35
isogroup6828,1.08
isogroup6829,-0.17
isogroup683,-0.4
isogroup6830,0.15
isogroup6830.1,0.01
isogroup6831,-0.11
isogroup6832,-0.05
isogroup6833,-0.03
isogroup6834,0.81
isogroup6835,-1.01
isogroup6836,1.78
isogroup6837,-0.49
isogroup6838,0.11
isogroup6839,-0.83
isogroup684,-1.14
isogroup6840,0.5
isogroup6841,-0.73
isogroup6842,0.64
isogroup6843,0.88
isogroup6844,-0.63
isogroup6845,-0.6
isogroup6846,-0.12
isogroup6847,0.62
isogroup6848,0.66
isogroup6849,0.63
isogroup685,0
isogroup6850,0.69
isogroup6851,1.97
isogroup6852,0.1
isogroup6853,-0.36
isogroup6854,0.92
isogroup6855,-0.39
isogroup6856,0.09
isogroup6857,0.54
isogroup6858,-0.04
isogroup6859,-0.27
isogroup686,-0.27
isogroup6860,0.85
isogroup6861,0.08
isogroup6862,2.61
isogroup6863,-0.25
isogroup6864,0.74
isogroup6865,-1.08
isogroup6866,0.02
isogroup6867,4.12
isogroup6868,1.01
isogroup6869,-0.46
isogroup687,-1.64
isogroup6870,-1.62
isogroup6871,-0.43
isogroup6872,0.49
isogroup6873,0.6
isogroup6874,0.17
isogroup6875,0.47
isogroup6876,-0.2
isogroup6877,-1.53
isogroup6878,0.14
isogroup6879,-1.79
isogroup688,-0.31
isogroup6880,0.24
isogroup6881,-0.13
isogroup6882,0.82
isogroup6883,-0.5
isogroup6884,0.49
isogroup6885,-0.77
isogroup6886,-0.5
isogroup6888,1.11
isogroup689,-0.38
isogroup6890,-0.12
isogroup6891,0.72
isogroup6892,-0.35
isogroup6893,1.03
isogroup6894,0.91
isogroup6895,-0.17
isogroup6896,-3.33
isogroup6897,-0.29
isogroup6898,0.92
isogroup6899,-2.16
isogroup69,-2.95
isogroup690,-0.15
isogroup6900,-0.46
isogroup6901,0.39
isogroup6902,0.4
isogroup6904,-0.44
isogroup6905,-0.16
isogroup6906,-0.41
isogroup6907,5.83
isogroup6908,0.41
isogroup6909,-0.51
isogroup691,-0.42
isogroup6910,-1.13
isogroup6911,3.19
isogroup6912,2.99
isogroup6913,-0.12
isogroup6914,-0.7
isogroup6915,-1.68
isogroup6916,-0.36
isogroup6917,1.03
isogroup6918,-0.03
isogroup6919,1.24
isogroup692,0.82
isogroup6920,0.11
isogroup6921,-0.74
isogroup6922,1.68
isogroup6923,0.26
isogroup6924,0.72
isogroup6924.1,0.05
isogroup6925,0.48
isogroup6926,-0.61
isogroup6927,0.08
isogroup6928,-0.01
isogroup6929,0.48
isogroup693,-1.15
isogroup6930,-0.96
isogroup6931,0.31
isogroup6932,-1.41
isogroup6933,-0.53
isogroup6934,0.18
isogroup6935,1.02
isogroup6936,0.5
isogroup6937,0.13
isogroup6938,0.86
isogroup6939,0.18
isogroup694,-0.95
isogroup6940,0.56
isogroup6941,-1.92
isogroup6942,0.08
isogroup6943,-1.14
isogroup6944,-1.08
isogroup6945,0.88
isogroup6946,0
isogroup6947,-1.67
isogroup6948,-0.8
isogroup6949,-0.03
isogroup695,-0.06
isogroup6950,-2.19
isogroup6951,0.23
isogroup6952,0.49
isogroup6953,-0.11
isogroup6954,1.41
isogroup6955,0.53
isogroup6956,-0.51
isogroup6957,-0.4
isogroup6958,0.08
isogroup6959,-2.18
isogroup696,-1.39
isogroup6960,1.19
isogroup6961,0.1
isogroup6962,-0.06
isogroup6963,3.78
isogroup6964,-0.25
isogroup6965,1.08
isogroup6966,-0.09
isogroup6967,0.15
isogroup6968,1.17
isogroup6969,0.51
isogroup697,-1.06
isogroup6970,0.18
isogroup6971,0.72
isogroup6972,-0.05
isogroup6973,-0.45
isogroup6974,-0.66
isogroup6975,1.71
isogroup6976,3.63
isogroup6977,0.33
isogroup6977.1,6.57
isogroup6978,1.43
isogroup6979,-1.12
isogroup698,-0.23
isogroup6980,0.83
isogroup6981,-0.74
isogroup6982,0.09
isogroup6983,0.05
isogroup6984,1.81
isogroup6985,0.88
isogroup6986,0.49
isogroup6987,-0.21
isogroup6988,-0.91
isogroup6989,2.93
isogroup699,-0.09
isogroup6990,0.5
isogroup6991,-0.33
isogroup6992,2.28
isogroup6993,0.05
isogroup6994,0.69
isogroup6995,-1.01
isogroup6996,1.13
isogroup6996.1,0.1
isogroup6997,0.18
isogroup6998,-0.35
isogroup6999,-1.78
isogroup7,-0.75
isogroup70,1.4
isogroup700,-0.04
isogroup7000,-0.56
isogroup7001,1.74
isogroup7002,-0.47
isogroup7003,0.2
isogroup7004,-0.39
isogroup7005,-0.26
isogroup7006,-2.76
isogroup7007,1.1
isogroup7008,0.48
isogroup7009,2.06
isogroup701,-0.22
isogroup7010,-0.75
isogroup7011,-1.37
isogroup7012,-0.43
isogroup7013,-0.67
isogroup7014,-15
isogroup7015,-1.93
isogroup7016,-1.12
isogroup7017,0.6
isogroup7017.1,0.31
isogroup7018,0
isogroup7019,0.46
isogroup702,0.79
isogroup7020,0.45
isogroup7021,-0.98
isogroup7022,-0.22
isogroup7023,-0.06
isogroup7024,0.47
isogroup7025,0.98
isogroup7026,0.36
isogroup7027,0.33
isogroup7028,0.79
isogroup7029,0.59
isogroup703,-0.51
isogroup7030,0.15
isogroup7031,-0.13
isogroup7032,-0.57
isogroup7033,0.08
isogroup7034,1.45
isogroup7035,-0.51
isogroup7036,0.66
isogroup7037,0.27
isogroup7038,-0.52
isogroup7039,-0.08
isogroup704,1.67
isogroup7040,-1.42
isogroup7041,0.29
isogroup7042,1.82
isogroup7042.1,1.13
isogroup7043,0.34
isogroup7045,-1.02
isogroup7046,-1.3
isogroup7047,2.03
isogroup7048,0.4
isogroup7049,-0.88
isogroup705,6.82
isogroup7050,-0.61
isogroup7051,0.15
isogroup7052,-1.45
isogroup7053,-5.37
isogroup7054,-1.75
isogroup7055,1.05
isogroup7056,0.36
isogroup7057,-0.32
isogroup7058,0.37
isogroup7059,-0.28
isogroup706,-0.61
isogroup7060,2.01
isogroup7061,0.48
isogroup7062,-0.67
isogroup7063,-0.24
isogroup7064,1.67
isogroup7065,-1.19
isogroup7066,-0.57
isogroup7067,-1.32
isogroup7068,-0.27
isogroup7069,-0.98
isogroup707,-1.5
isogroup7070,0.13
isogroup7071,0.17
isogroup7072,0.33
isogroup7073,0.72
isogroup7074,-1.27
isogroup7075,0.42
isogroup7076,-0.06
isogroup7077,0.18
isogroup7078,0.65
isogroup7079,-0.39
isogroup708,-0.68
isogroup7080,-0.16
isogroup7081,-1.52
isogroup7082,-1.52
isogroup7083,-0.49
isogroup7084,-0.31
isogroup7085,-0.02
isogroup7086,0.18
isogroup7087,0.02
isogroup7088,-0.6
isogroup7089,-0.18
isogroup709,-1.62
isogroup7090,3.37
isogroup7091,-0.58
isogroup7092,0.4
isogroup7093,0.14
isogroup7094,-0.18
isogroup7095,-4.42
isogroup7096,0.29
isogroup7097,0.2
isogroup7098,-0.16
isogroup7099,1.1
isogroup71,-0.1
isogroup710,0.41
isogroup7100,0.3
isogroup7101,-0.27
isogroup7102,0.12
isogroup7104,-0.37
isogroup7105,-0.47
isogroup7106,0.06
isogroup7107,-0.72
isogroup7108,-0.61
isogroup7109,-0.21
isogroup711,0.26
isogroup7110,0
isogroup7111,-0.54
isogroup7112,0.09
isogroup7113,-1.03
isogroup7114,-0.46
isogroup7115,0.12
isogroup7116,-0.44
isogroup7117,-1.69
isogroup7118,0.04
isogroup7119,0.54
isogroup712,0.95
isogroup7120,-0.1
isogroup7121,-0.32
isogroup7122,0.04
isogroup7123,1.29
isogroup7124,-0.22
isogroup7125,0.22
isogroup7126,-0.29
isogroup7127,2.09
isogroup7128,0.54
isogroup7129,2.19
isogroup713,-1.08
isogroup7130,0.4
isogroup7131,0.15
isogroup7132,0.12
isogroup7133,-0.05
isogroup7134,-0.2
isogroup7136,1.72
isogroup7137,-0.14
isogroup7138,-0.13
isogroup7139,-0.36
isogroup714,-3.56
isogroup7140,-0.11
isogroup7141,-0.53
isogroup7142,-0.1
isogroup7143,0.09
isogroup7144,1.55
isogroup7145,-0.11
isogroup7147,-0.19
isogroup7148,0.01
isogroup7149,-0.18
isogroup715,-0.49
isogroup7150,-0.9
isogroup7150.1,2.3
isogroup7151,-6.46
isogroup7152,0.22
isogroup7153,-0.3
isogroup7154,-0.25
isogroup7155,-0.71
isogroup7156,0.73
isogroup7157,-0.33
isogroup7158,3.18
isogroup7159,0.2
isogroup716,-0.11
isogroup7160,0.73
isogroup7161,-5.82
isogroup7162,-0.31
isogroup7163,-3.48
isogroup7164,-0.03
isogroup7165,0.02
isogroup7166,1.6
isogroup7167,-0.01
isogroup7168,-2.67
isogroup7169,1.16
isogroup717,-0.68
isogroup7170,-0.18
isogroup7171,2.17
isogroup7172,1.08
isogroup7173,-0.7
isogroup7174,-0.04
isogroup7175,0.01
isogroup7176,-0.95
isogroup7177,8.19
isogroup7178,5.3
isogroup7179,0.25
isogroup718,-0.16
isogroup7180,-0.08
isogroup7181,-0.02
isogroup7182,0.04
isogroup7183,0.75
isogroup7184,0.29
isogroup7185,-1.05
isogroup7186,-0.03
isogroup7187,-2.07
isogroup7188,0.13
isogroup7189,0.46
isogroup719,0.1
isogroup7190,4.45
isogroup7191,0.65
isogroup7192,-2.98
isogroup7193,-0.54
isogroup7194,2.04
isogroup7195,-0.45
isogroup7196,2.22
isogroup7197,-0.12
isogroup7198,2.56
isogroup7199,-0.84
isogroup72,-0.54
isogroup720,-1.03
isogroup7200,-0.22
isogroup7201,-0.03
isogroup7202,-0.92
isogroup7203,0.55
isogroup7204,0.94
isogroup7205,0.07
isogroup7206,-0.06
isogroup7207,1.04
isogroup7208,0.56
isogroup7209,0.05
isogroup721,-0.4
isogroup7210,-0.04
isogroup7211,2.77
isogroup7212,0.11
isogroup7213,-0.5
isogroup7214,0.43
isogroup7215,-0.11
isogroup7216,-0.22
isogroup7217,-0.95
isogroup7218,-0.8
isogroup7219,-0.1
isogroup722,-0.43
isogroup7220,-0.17
isogroup7221,-0.11
isogroup7222,0
isogroup7223,0.43
isogroup7224,0.28
isogroup7225,-0.44
isogroup7226,-0.2
isogroup7227,0.66
isogroup7228,1.15
isogroup7229,1.98
isogroup723,-0.89
isogroup7230,0.1
isogroup7231,-0.78
isogroup7232,0.53
isogroup7233,-0.09
isogroup7234,0.09
isogroup7235,-0.7
isogroup7236,-0.26
isogroup7237,1.85
isogroup7238,-0.47
isogroup7239,0.17
isogroup724,0.24
isogroup7240,0.08
isogroup7241,0.14
isogroup7242,-1.41
isogroup7243,-0.5
isogroup7244,-1.35
isogroup7245,0.01
isogroup7246,-1.46
isogroup7247,0.42
isogroup7248,0.3
isogroup7249,0.79
isogroup725,-3.2
isogroup7250,-0.15
isogroup7251,-0.64
isogroup7252,-1.17
isogroup7253,0.2
isogroup7254,0.06
isogroup7255,0.07
isogroup7256,1.9
isogroup7257,0.06
isogroup7258,0.91
isogroup726,-0.23
isogroup7260,-0.44
isogroup7261,2.68
isogroup7262,0.72
isogroup7263,-0.8
isogroup7264,3.61
isogroup7265,1.15
isogroup7266,0.11
isogroup7267,-1.69
isogroup7268,-0.26
isogroup7269,-0.23
isogroup727,-2.7
isogroup7270,-0.51
isogroup7271,-0.22
isogroup7272,-1.33
isogroup7273,-0.2
isogroup7274,-1.21
isogroup7275,-0.04
isogroup7276,-1.03
isogroup7277,-1.07
isogroup7278,-0.48
isogroup7279,-0.21
isogroup728,-0.73
isogroup7280,-0.04
isogroup7281,1.42
isogroup7282,0.72
isogroup7283,1.2
isogroup7284,0.84
isogroup7285,0.83
isogroup7286,1.15
isogroup7287,-0.04
isogroup7288,0.42
isogroup7289,1.21
isogroup729,-0.42
isogroup7290,0.12
isogroup7291,-0.16
isogroup7292,0.42
isogroup7293,-0.01
isogroup7294,1.14
isogroup7295,-0.12
isogroup7296,-0.52
isogroup7297,-1.76
isogroup7298,0.31
isogroup7299,0.55
isogroup73,0
isogroup730,-0.3
isogroup7300,-2.34
isogroup7301,-0.74
isogroup7302,0.89
isogroup7303,0.17
isogroup7304,-0.72
isogroup7305,1.07
isogroup7306,2.04
isogroup7307,0.46
isogroup7308,-0.78
isogroup7309,0.58
isogroup731,-0.69
isogroup7310,-0.74
isogroup7311,-0.49
isogroup7312,-0.1
isogroup7313,-0.31
isogroup7314,-2.97
isogroup7315,-0.52
isogroup7316,0.51
isogroup7316.1,0.09
isogroup7317,2.78
isogroup7318,-0.93
isogroup7318.1,1.01
isogroup7319,-0.16
isogroup732,-1.02
isogroup7320,-0.34
isogroup7321,2.87
isogroup7322,-0.57
isogroup7323,-0.46
isogroup7324,1.12
isogroup7325,-0.17
isogroup7326,0.45
isogroup7327,-0.29
isogroup7328,-0.08
isogroup7329,-0.99
isogroup733,-0.07
isogroup7330,-0.43
isogroup7331,0.74
isogroup7332,0.75
isogroup7333,-5.84
isogroup7334,0.6
isogroup7335,0.99
isogroup7336,0.8
isogroup7338,-0.19
isogroup7339,-0.31
isogroup734,0.12
isogroup7340,0.51
isogroup7341,-0.95
isogroup7342,-0.26
isogroup7343,0.25
isogroup7344,0.04
isogroup7345,-0.13
isogroup7346,0.22
isogroup7347,0.64
isogroup7348,0.08
isogroup7349,2.41
isogroup735,-0.94
isogroup7350,-0.1
isogroup7351,-0.42
isogroup7352,-2.11
isogroup7353,0.07
isogroup7354,-0.43
isogroup7355,0.41
isogroup7356,0.53
isogroup7357,-0.72
isogroup7357.1,-0.51
isogroup7358,-0.76
isogroup7359,0.01
isogroup736,-1.12
isogroup7360,1.75
isogroup7361,0.55
isogroup7362,-1.13
isogroup7363,1.19
isogroup7364,0.33
isogroup7365,-2.58
isogroup7366,1.34
isogroup7367,-0.01
isogroup7368,1.73
isogroup7369,-1.26
isogroup737,0.99
isogroup7370,-0.76
isogroup7370.1,0.36
isogroup7371,0.78
isogroup7372,-0.08
isogroup7373,-0.31
isogroup7374,0.82
isogroup7376,0.05
isogroup7377,0.06
isogroup7378,0.75
isogroup7379,-0.17
isogroup738,2.72
isogroup7380,-0.04
isogroup7381,0.07
isogroup7382,0.06
isogroup7383,-0.28
isogroup7384,0.08
isogroup7385,0.81
isogroup7386,0.53
isogroup7387,0.08
isogroup7388,0.68
isogroup7389,-0.4
isogroup739,-1.52
isogroup7390,0.36
isogroup7391,0.43
isogroup7392,0.45
isogroup7393,-0.22
isogroup7395,-0.08
isogroup7396,1.31
isogroup7397,0.95
isogroup7398,0.1
isogroup7399,-0.51
isogroup74,-3.23
isogroup740,-0.03
isogroup7400,-0.33
isogroup7401,0.29
isogroup7402,3.44
isogroup7403,-1.96
isogroup7404,-1.27
isogroup7405,1.85
isogroup7406,0.09
isogroup7407,-0.19
isogroup7408,-0.02
isogroup7409,0.24
isogroup741,-1.6
isogroup7410,-0.47
isogroup7411,0.12
isogroup7412,0.54
isogroup7413,-0.05
isogroup7414,-0.51
isogroup7415,-6.76
isogroup7416,-0.71
isogroup7417,-0.21
isogroup7418,0.42
isogroup7419,0.09
isogroup742,-0.1
isogroup7420,-0.35
isogroup7421,0.03
isogroup7421.1,-0.27
isogroup7422,-0.23
isogroup7423,-0.79
isogroup7424,0.74
isogroup7425,-0.38
isogroup7426,-0.13
isogroup7427,0.71
isogroup7428,0.16
isogroup7429,0.13
isogroup743,-1.13
isogroup7430,-0.29
isogroup7431,1.2
isogroup7432,-0.38
isogroup7433,2.05
isogroup7434,-0.14
isogroup7435,-0.99
isogroup7436,0.5
isogroup7437,-1.11
isogroup7438,-0.85
isogroup7439,-0.09
isogroup744,0.18
isogroup7440,0.15
isogroup7441,-3.18
isogroup7442,-0.19
isogroup7443,-0.22
isogroup7444,0.57
isogroup7445,0.04
isogroup7446,1.15
isogroup7447,0.21
isogroup7448,-0.57
isogroup7449,0.61
isogroup745,-0.16
isogroup7450,-0.15
isogroup7451,0.34
isogroup7452,1.17
isogroup7453,-0.05
isogroup7454,0.17
isogroup7455,0.16
isogroup7456,-0.18
isogroup7457,2.77
isogroup7458,-0.14
isogroup7459,0.37
isogroup746,0.88
isogroup7460,-0.12
isogroup7461,0.78
isogroup7462,-0.06
isogroup7463,1.36
isogroup7464,0.01
isogroup7465,-1.05
isogroup7466,0.01
isogroup7467,-0.11
isogroup7468,-0.64
isogroup7469,-0.01
isogroup747,0.18
isogroup7470,-0.17
isogroup7471,0.09
isogroup7472,1.38
isogroup7473,0.16
isogroup7474,-0.39
isogroup7475,0.25
isogroup7476,-0.13
isogroup7477,-0.37
isogroup7478,0.24
isogroup7479,-0.25
isogroup748,3.78
isogroup7480,0
isogroup7481,-0.22
isogroup7482,-0.08
isogroup7483,-0.07
isogroup7484,0.6
isogroup7485,0
isogroup7486,-1.06
isogroup7487,0.31
isogroup7488,-0.14
isogroup7489,-0.42
isogroup749,-2.47
isogroup7490,0.59
isogroup7491,0.27
isogroup7492,0.09
isogroup7493,-0.98
isogroup7494,0.41
isogroup7495,-0.88
isogroup7496,-0.51
isogroup7497,-0.25
isogroup7498,0.31
isogroup7499,0.32
isogroup75,0.27
isogroup750,1.64
isogroup750.1,0.09
isogroup7500,-0.88
isogroup7501,-0.03
isogroup7502,0.04
isogroup7503,-0.91
isogroup7504,-0.09
