gene,lp
isogroup5312,0.71
isogroup5313,-1.76
isogroup5314,-0.25
isogroup5315,-0.45
isogroup5316,-0.3
isogroup5317,0.49
isogroup5318,-0.25
isogroup5319,-1.6
isogroup532,-2.65
isogroup5320,0.06
isogroup5321,-1.67
isogroup5322,0.1
isogroup5323,1.06
isogroup5324,1.23
isogroup5325,-0.05
isogroup5326,2.71
isogroup5327,0.42
isogroup5328,-0.34
isogroup5329,1.29
isogroup533,0.16
isogroup5331,0
isogroup5332,-1.14
isogroup5333,-1.5
isogroup5335,0.96
isogroup5336,0.3
isogroup5337,-0.43
isogroup5338,-1.82
isogroup5339,0.09
isogroup534,-0.12
isogroup5340,0.81
isogroup5341,1.12
isogroup5342,-0.81
isogroup5343,0.99
isogroup5344,0.16
isogroup5345,-0.23
isogroup5346,1.04
isogroup5347,-0.34
isogroup5348,0.8
isogroup5349,-0.08
isogroup535,-0.43
isogroup5350,0.92
isogroup5352,-3.27
isogroup5353,1.51
isogroup5354,0.28
isogroup5355,3.45
isogroup5356,-0.56
isogroup5357,-0.49
isogroup5358,1.12
isogroup5359,-0.11
isogroup536,-9.63
isogroup5360,-0.25
isogroup5360.1,0.39
isogroup5361,0.29
isogroup5362,-0.38
isogroup5363,-0.44
isogroup5364,0.32
isogroup5365,-0.51
isogroup5366,-1.3
isogroup5367,-0.45
isogroup5368,0.42
isogroup5369,-0.52
isogroup537,-2.62
isogroup5370,-0.54
isogroup5371,1.82
isogroup5372,0.26
isogroup5373,0.41
isogroup5374,0.33
isogroup5375,-0.28
isogroup5376,1.85
isogroup5377,1.1
isogroup5378,-0.53
isogroup5379,0.61
isogroup538,2.84
isogroup5380,0.36
isogroup5381,-0.11
isogroup5382,-0.02
isogroup5383,0.21
isogroup5384,-0.09
isogroup5385,-0.21
isogroup5386,1.15
isogroup5387,-1.26
isogroup5388,0.74
isogroup5389,0.68
isogroup5389.1,-0.19
isogroup539,-0.55
isogroup5390,-2.57
isogroup5391,0.5
isogroup5392,0.25
isogroup5393,-0.02
isogroup5394,-0.63
isogroup5395,-0.52
isogroup5396,0.12
isogroup5397,-0.02
isogroup5398,1.1
isogroup5399,-0.34
isogroup54,-0.74
isogroup540,-1.1
isogroup5400,1.02
isogroup5401,1.07
isogroup5402,-1.23
isogroup5403,1.03
isogroup5404,-1.09
isogroup5405,-0.26
isogroup5406,0.29
isogroup5407,-0.1
isogroup5408,0.53
isogroup5409,0.67
isogroup541,-0.34
isogroup541.1,0.82
isogroup5410,-0.84
isogroup5411,-0.56
isogroup5412,4.1
isogroup5413,-0.64
isogroup5414,0.06
isogroup5415,0.29
isogroup5416,-0.4
isogroup5417,-0.46
isogroup5419,0.88
isogroup542,0.27
isogroup5420,0.27
isogroup5421,-0.25
isogroup5422,0.02
isogroup5423,1.16
isogroup5424,-1.09
isogroup5425,1.33
isogroup5426,-0.11
isogroup5427,-0.41
isogroup5428,-0.67
isogroup5429,-0.15
isogroup543,-0.2
isogroup5430,0.93
isogroup5431,-1.05
isogroup5432,1.18
isogroup5433,-0.5
isogroup5434,-0.72
isogroup5435,0.76
isogroup5436,-0.1
isogroup5437,1.61
isogroup5438,0.89
isogroup5439,0.37
isogroup544,-0.59
isogroup5440,0.38
isogroup5441,-0.12
isogroup5442,0.1
isogroup5443,-2.49
isogroup5444,0.17
isogroup5445,0.31
isogroup5446,-1.4
isogroup5447,-1.35
isogroup5448,-0.18
isogroup5449,-2.16
isogroup545,1.41
isogroup5450,-1.46
isogroup5451,3.15
isogroup5452,-0.49
isogroup5453,0.62
isogroup5454,0.04
isogroup5455,-1.77
isogroup5456,4.29
isogroup5457,0.15
isogroup5458,-0.12
isogroup5459,-0.67
isogroup546,-1.02
isogroup5460,0
isogroup5461,1.14
isogroup5462,-0.31
isogroup5463,-2.32
isogroup5464,-0.08
isogroup5465,-0.14
isogroup5466,-0.06
isogroup5467,-0.14
isogroup5468,0.03
isogroup5469,0.15
isogroup547,-1.21
isogroup5470,-0.91
isogroup5471,-0.21
isogroup5472,-4.66
isogroup5473,1.34
isogroup5474,-0.14
isogroup5475,0.84
isogroup5476,-1
isogroup5477,-0.55
isogroup5478,0.01
isogroup5479,1.93
isogroup548,-1.06
isogroup5480,-0.26
isogroup5481,-0.11
isogroup5482,1.61
isogroup5483,-0.04
isogroup5484,-0.81
isogroup5485,1.33
isogroup5486,-0.05
isogroup5487,0.12
isogroup5488,-0.12
isogroup5489,-0.21
isogroup549,-1.33
isogroup5490,0.55
isogroup5491,0.69
isogroup5492,-0.03
isogroup5493,0.69
isogroup5494,1.22
isogroup5495,-1.16
isogroup5496,0.48
isogroup5497,-0.25
isogroup5498,-0.39
isogroup5499,-0.38
isogroup55,-0.66
isogroup550,0.23
isogroup5500,-2.63
isogroup5500.1,1.32
isogroup5501,0.34
isogroup5502,0.03
isogroup5503,1.51
isogroup5504,-0.49
isogroup5505,-0.66
isogroup5506,2.76
isogroup5507,0.12
isogroup5508,-1.15
isogroup5509,-6.88
isogroup551,-0.4
isogroup5510,0.34
isogroup5511,0.59
isogroup5512,0.44
isogroup5513,-0.09
isogroup5514,-0.26
isogroup5514.1,0.69
isogroup5515,-0.11
isogroup5516,-0.4
isogroup5517,-4.74
isogroup5518,-0.12
isogroup5519,-1.19
isogroup552,-3.04
isogroup5520,0.46
isogroup5521,-0.19
isogroup5522,-0.18
isogroup5523,-0.16
isogroup5524,-4.97
isogroup5525,-0.22
isogroup5526,0.74
isogroup5527,7.81
isogroup5528,0.38
isogroup5529,-1.42
isogroup553,0.87
isogroup5530,-1.87
isogroup5531,-0.12
isogroup5532,-0.24
isogroup5533,1.75
isogroup5534,-1.28
isogroup5535,-0.02
isogroup5536,0.58
isogroup5537,0.15
isogroup5538,0.09
isogroup5539,-0.33
isogroup554,-0.52
isogroup5540,-0.21
isogroup5542,2.76
isogroup5543,-0.07
isogroup5544,-0.45
isogroup5545,0.7
isogroup5546,-1.16
isogroup5547,-0.14
isogroup5548,-2.08
isogroup5549,-0.25
isogroup555,-0.01
isogroup5550,1.1
isogroup5551,0.61
isogroup5552,-0.17
isogroup5553,-0.37
isogroup5554,-0.08
isogroup5555,0.26
isogroup5556,0.19
isogroup5557,-1.02
isogroup5558,-1.19
isogroup5559,-0.56
isogroup556,-1.39
isogroup5560,0.18
isogroup5561,0.45
isogroup5562,-0.88
isogroup5563,0
isogroup5564,1.45
isogroup5565,-0.29
isogroup5566,0.58
isogroup5567,-0.41
isogroup5568,-0.2
isogroup5569,0.15
isogroup557,0.39
isogroup557.1,0.85
isogroup5570,-0.57
isogroup5571,-0.45
isogroup5572,-0.22
isogroup5573,0.89
isogroup5574,0.3
isogroup5575,0.36
isogroup5576,0.31
isogroup5577,0.11
isogroup5578,0.78
isogroup5579,-0.35
isogroup558,0.3
isogroup558.1,-0.08
isogroup558.2,1.61
isogroup558.3,1.86
isogroup5580,-0.38
isogroup5581,0.24
isogroup5582,0.17
isogroup5583,0.01
isogroup5584,-0.42
isogroup5585,0.34
isogroup5586,-0.38
isogroup5587,-2.1
isogroup5588,0.24
isogroup5589,1.84
isogroup559,0.87
isogroup5590,0.9
isogroup5590.1,-0.91
isogroup5591,0.41
isogroup5592,0.49
isogroup5593,0.02
isogroup5594,-0.81
isogroup5595,0.56
isogroup5596,1.09
isogroup5597,1.75
isogroup5598,-0.1
isogroup5599,-1.46
isogroup56,0.05
isogroup560,-0.15
isogroup5600,-1.18
isogroup5601,-0.04
isogroup5602,1.59
isogroup5603,0.09
isogroup5604,-2.8
isogroup5605,2.68
isogroup5606,-1.41
isogroup5607,0.06
isogroup5608,-0.41
isogroup5609,0.23
isogroup561,0.09
isogroup5610,-2
isogroup5611,1.58
isogroup5612,-0.46
isogroup5613,-0.13
isogroup5614,0.38
isogroup5615,1.19
isogroup5616,-0.66
isogroup5617,-3.42
isogroup5618,0.54
isogroup5619,0.07
isogroup562,-0.96
isogroup5620,-1.47
isogroup5621,1.91
isogroup5622,0.4
isogroup5623,-0.86
isogroup5624,0.58
isogroup5625,0.25
isogroup5626,0.17
isogroup5627,0.04
isogroup5628,0.09
isogroup5629,0.21
isogroup563,0.49
isogroup5630,0.8
isogroup5631,0
isogroup5632,0.01
isogroup5633,0.75
isogroup5634,-0.37
isogroup5635,-0.67
isogroup5636,-1.13
isogroup5637,0.33
isogroup5638,-0.05
isogroup5639,0.13
isogroup564,-0.55
isogroup5640,0.23
isogroup5641,0.14
isogroup5642,1.01
isogroup5643,1.01
isogroup5644,0.28
isogroup5645,1.9
isogroup5646,-1.72
isogroup5647,-0.52
isogroup5648,-0.77
isogroup5649,-1.35
isogroup565,-0.21
isogroup5650,-0.06
isogroup5651,0.73
isogroup5652,1.09
isogroup5653,0.35
isogroup5654,0.46
isogroup5655,-5.04
isogroup5656,-0.28
isogroup5657,-1.01
isogroup5658,3.88
isogroup5659,0.3
isogroup566,0.28
isogroup5660,0.34
isogroup5661,-0.1
isogroup5662,-0.65
isogroup5663,2.24
isogroup5664,-3.27
isogroup5665,-0.05
isogroup5666,-2.65
isogroup5667,0.07
isogroup5668,2.98
isogroup5669,-0.11
isogroup567,1.09
isogroup5670,-1.57
isogroup5671,0.74
isogroup5672,-2.08
isogroup5673,-1.25
isogroup5674,-5.36
isogroup5675,0.31
isogroup5675.1,0.14
isogroup5676,-0.04
isogroup5677,0.1
isogroup5678,-0.5
isogroup5679,-0.31
isogroup568,-0.25
isogroup5681,1.18
isogroup5682,0.29
isogroup5683,-0.38
isogroup5684,-0.21
isogroup5686,5.68
isogroup5687,0.3
isogroup5688,-0.1
isogroup5689,2.5
isogroup569,-0.65
isogroup5690,0.01
isogroup5691,0.37
isogroup5692,0.72
isogroup5693,0.06
isogroup5694,0.96
isogroup5695,0.74
isogroup5696,-0.12
isogroup5697,-0.22
isogroup5698,-2.06
isogroup5699,0.07
isogroup57,4.21
isogroup570,0.23
isogroup5700,1.6
isogroup5701,0.12
isogroup5702,0.06
isogroup5703,0.15
isogroup5704,-0.16
isogroup5706,-2.85
isogroup5707,0.31
isogroup5708,0.92
isogroup5709,-0.19
isogroup571,-0.13
isogroup5710,-0.14
isogroup5711,-1.5
isogroup5712,-0.18
isogroup5713,-2.38
isogroup5714,0.18
isogroup5715,-0.89
isogroup5716,1.49
isogroup5717,0.74
isogroup5718,-0.16
isogroup5719,-0.55
isogroup572,0.4
isogroup5720,-4.04
isogroup5721,-0.4
isogroup5722,0.36
isogroup5722.1,0.23
isogroup5723,0.32
isogroup5724,-2.27
isogroup5725,-0.74
isogroup5726,-0.47
isogroup5726.1,0.73
isogroup5727,-0.3
isogroup5728,-0.06
isogroup5729,1.31
isogroup573,-2.55
isogroup5730,0.19
isogroup5731,0.25
isogroup5732,-0.04
isogroup5733,1.02
isogroup5734,0.18
isogroup5735,0.21
isogroup5736,-0.32
isogroup5737,-2.16
isogroup5738,0.64
isogroup5739,0.21
isogroup574,0.19
isogroup5740,0.53
isogroup5741,0.75
isogroup5742,-1.09
isogroup5743,0.84
isogroup5744,0.06
isogroup5745,-0.69
isogroup5746,0.1
isogroup5747,0.97
isogroup5748,0.64
isogroup5749,0.6
isogroup575,-0.24
isogroup5750,-1.76
isogroup5751,-2.23
isogroup5752,-0.22
isogroup5753,-1.59
isogroup5754,2.98
isogroup5755,-0.2
isogroup5756,0.27
isogroup5757,-0.23
isogroup5758,-1.1
isogroup5759,-2.55
isogroup576,-0.19
isogroup5760,-0.3
isogroup5761,5.62
isogroup5762,0.09
isogroup5763,0.61
isogroup5764,0.14
isogroup5765,0.43
isogroup5766,1.66
isogroup5767,0.02
isogroup5768,1
isogroup5769,0.2
isogroup577,-2.59
isogroup5770,0.35
isogroup5771,-0.01
isogroup5772,-0.81
isogroup5773,-1.58
isogroup5774,0.47
isogroup5775,0.8
isogroup5776,-0.37
isogroup5777,-2.57
isogroup5778,-1.43
isogroup5779,0.91
isogroup578,-0.28
isogroup5780,-0.64
isogroup5781,-0.95
isogroup5782,-0.25
isogroup5783,0.09
isogroup5784,-0.19
isogroup5785,1.42
isogroup5786,-0.59
isogroup5787,1.82
isogroup5788,1.4
isogroup5789,0.9
isogroup579,-0.13
isogroup5790,-0.22
isogroup5791,-0.5
isogroup5792,-0.18
isogroup5793,-0.13
isogroup5794,0.07
isogroup5795,-0.19
isogroup5796,0.59
isogroup5797,-0.52
isogroup5798,-0.65
isogroup5799,0.88
isogroup58,-0.51
isogroup580,-0.38
isogroup5800,0.08
isogroup5801,0.78
isogroup5802,-0.88
isogroup5803,-0.93
isogroup5804,0.2
isogroup5805,1.18
isogroup5806,0.23
isogroup5807,0.54
isogroup5808,0.9
isogroup5809,-0.17
isogroup581,-0.24
isogroup5810,-3.65
isogroup5811,-0.27
isogroup5812,-2.78
isogroup5813,-0.4
isogroup5814,2.38
isogroup5815,-1.02
isogroup5816,-0.47
isogroup5817,-0.37
isogroup5818,1.34
isogroup5819,0.89
isogroup582,-0.35
isogroup5820,-1.02
isogroup5821,0.7
isogroup5822,-0.6
isogroup5823,0.66
isogroup5824,-0.73
isogroup5825,-0.51
isogroup5826,-0.86
isogroup5827,0.11
isogroup5828,-0.22
isogroup5829,0.05
isogroup583,-1.38
isogroup5830,1.3
isogroup5831,2.76
isogroup5832,0.18
isogroup5833,-0.39
isogroup5834,-0.75
isogroup5835,0.45
isogroup5836,3.7
isogroup5837,0.66
isogroup5838,-0.52
isogroup5839,-1.45
isogroup584,-3.12
isogroup5840,0.23
isogroup5841,0.13
isogroup5842,0.42
isogroup5843,-0.06
isogroup5844,9.62
isogroup5845,-0.84
isogroup5846,-0.2
isogroup5847,-0.67
isogroup5848,0.07
isogroup5849,0.43
isogroup585,-0.25
isogroup585.1,-0.79
isogroup585.2,0
isogroup5850,1.28
isogroup5851,0.02
isogroup5852,0.24
isogroup5853,0.71
isogroup5854,0.24
isogroup5855,-0.19
isogroup5856,0.64
isogroup5857,-0.03
isogroup5858,0.21
isogroup5859,0.23
isogroup586,0.79
isogroup5860,0.24
isogroup5861,0.15
isogroup5862,0.05
isogroup5863,-0.72
isogroup5864,0.94
isogroup5865,-0.32
isogroup5866,0.08
isogroup5867,-2.44
isogroup5868,0.02
isogroup5869,0.11
isogroup587,-1.23
isogroup5870,0.22
isogroup5871,0.3
isogroup5872,0.84
isogroup5873,0.34
isogroup5874,0.1
isogroup5875,-0.23
isogroup5876,-0.17
isogroup5877,0.07
isogroup5878,-0.86
isogroup5879,-0.01
isogroup5881,0.26
isogroup5882,-2.4
isogroup5883,-0.99
isogroup5884,0.57
isogroup5885,-1.9
isogroup5886,-0.14
isogroup5887,-0.11
isogroup5888,0.29
isogroup5889,0.07
isogroup589,-1.84
isogroup5890,-0.2
isogroup5891,0.52
isogroup5892,-1.73
isogroup5894,0.39
isogroup5895,-0.04
isogroup5896,0.3
isogroup5897,-0.24
isogroup5898,1.76
isogroup5899,-0.25
isogroup59,0.34
isogroup590,-0.99
isogroup5900,-0.4
isogroup5901,-0.66
isogroup5902,0.01
isogroup5903,0.62
isogroup5904,-0.39
isogroup5905,-0.17
isogroup5906,-2.21
isogroup5907,-0.11
isogroup5908,0.05
isogroup5909,-0.6
isogroup591,-0.23
isogroup5910,0.57
isogroup5911,0.39
isogroup5912,2.41
isogroup5913,-0.17
isogroup5914,-0.63
isogroup5915,-0.57
isogroup5916,-0.4
isogroup5917,0
isogroup5918,0.8
isogroup5919,-0.51
isogroup592,2.05
isogroup5920,0.72
isogroup5921,-0.45
isogroup5922,1.19
isogroup5922.1,0.91
isogroup5923,-3.51
isogroup5924,-4.26
isogroup5925,-0.04
isogroup5926,0.05
isogroup5927,-0.22
isogroup5928,-0.52
isogroup5929,1.15
isogroup593,-1.04
isogroup5930,4.05
isogroup5931,0.43
isogroup5932,0.34
isogroup5933,0.44
isogroup5934,-3.53
isogroup5935,-0.31
isogroup5936,1.58
isogroup5937,-0.27
isogroup5938,0.04
isogroup5939,-0.12
isogroup594,0.19
isogroup5940,-0.27
isogroup5941,-1.13
isogroup5942,0.17
isogroup5943,-0.33
isogroup5944,3.05
isogroup5945,0.11
isogroup5946,1.86
isogroup5947,0.26
isogroup5948,-0.24
isogroup5949,-0.97
isogroup595,0.11
isogroup5950,2.62
isogroup5951,-0.35
isogroup5952,0.18
isogroup5953,0.15
isogroup5954,1.44
isogroup5955,-0.26
isogroup5956,0.8
isogroup5958,0.7
isogroup5959,-1.36
isogroup596,-1.68
isogroup5960,-0.17
isogroup5962,-0.17
isogroup5963,-4.74
isogroup5964,0.84
isogroup5965,-7.01
isogroup5966,0.02
isogroup5967,0.32
isogroup5968,0.57
isogroup5969,-0.43
isogroup597,0.23
isogroup5970,-0.17
isogroup5971,0.5
isogroup5972,0.3
isogroup5973,0.7
isogroup5974,-0.01
isogroup5975,-1.86
isogroup5976,0.02
isogroup5977,-0.12
isogroup5978,0.65
isogroup5979,0.1
isogroup598,2.4
isogroup5980,0.25
isogroup5981,3.18
isogroup5982,1.79
isogroup5983,0.75
isogroup5984,-0.3
isogroup5985,1.28
isogroup5986,3.53
isogroup5987,2.1
isogroup5988,0.14
isogroup5989,1.71
isogroup599,-0.52
isogroup5990,0.35
isogroup5991,1.52
isogroup5992,0.58
isogroup5993,1.28
isogroup5994,0.91
isogroup5995,0.51
isogroup5996,-0.89
isogroup5997,1.32
isogroup5998,-0.87
isogroup5999,-1.09
isogroup6,0.18
isogroup60,0.95
isogroup600,-0.67
isogroup6000,-0.07
isogroup6001,-0.23
isogroup6002,0.05
isogroup6003,0.37
isogroup6003.1,-1.5
isogroup6004,0.23
isogroup6005,-0.41
isogroup6006,0.12
isogroup6007,0.47
isogroup6008,2.29
isogroup6009,-0.62
isogroup601,-2.85
isogroup6010,0.4
isogroup6011,0.41
isogroup6012,-1.97
isogroup6013,0.81
isogroup6014,-0.79
isogroup6015,0.31
isogroup6016,-0.19
isogroup6017,-0.14
isogroup6018,0.78
isogroup6019,-0.3
isogroup602,-1.57
isogroup6020,-0.91
isogroup6021,0.64
isogroup6022,-0.14
isogroup6023,-0.53
isogroup6024.1,-0.54
isogroup6025,-0.08
isogroup6026,-0.18
isogroup6027,1.55
isogroup6027.1,1.52
isogroup6028,0.59
isogroup6029,0.09
isogroup603,0.01
isogroup603.1,-0.53
isogroup6030,1.34
isogroup6031,-0.02
isogroup6032,0.59
isogroup6033,0.36
isogroup6033.1,1.9
isogroup6034,0.12
isogroup6035,-2.12
isogroup6036,0.28
isogroup6037,-0.15
isogroup6038,-0.2
isogroup6039,-0.32
isogroup604,-0.46
isogroup6040,0.48
isogroup6041,0.37
isogroup6042,-3.57
isogroup6043,1.51
isogroup6044,0.47
isogroup6045,-0.34
isogroup6046,0.08
isogroup6047,1.76
isogroup6048,-0.25
isogroup6049,-0.02
isogroup605,-0.17
isogroup6050,0.28
isogroup6051,0.23
isogroup6053,0.08
isogroup6054,-1.33
isogroup6055,0.71
isogroup6056,0.76
isogroup6057,0.95
isogroup6058,-2.37
isogroup6059,-0.59
isogroup606,-0.35
isogroup6060,-0.15
isogroup6061,-0.5
isogroup6062,1.06
isogroup6063,-0.14
isogroup6064,0.28
isogroup6065,1.19
isogroup6066,-0.5
isogroup6066.1,-0.1
isogroup6067,-0.29
isogroup6068,0.08
isogroup6069,-0.35
isogroup607,-0.5
isogroup6070,-0.08
isogroup6071,0.28
isogroup6072,1.79
isogroup6073,1.4
isogroup6074,1.2
isogroup6075,2.14
isogroup6076,-0.48
isogroup6077,-0.06
isogroup6078,0.44
isogroup6079,1.52
isogroup608,-2.14
isogroup6080,-0.79
isogroup6081,-0.33
isogroup6082,1.8
isogroup6083,-0.05
isogroup6084,-1.37
isogroup6085,-0.5
isogroup6086,1.1
isogroup6087,0.56
isogroup6088,-0.53
isogroup6089,0.41
isogroup609,-0.61
isogroup6090,-0.08
isogroup6091,-0.82
isogroup6092,-1.95
isogroup6093,2.71
isogroup6094,0.1
isogroup6095,-0.1
isogroup6096,-0.02
isogroup6097,3.32
isogroup6098,-0.37
isogroup6099,-0.07
isogroup61,0.07
isogroup610,-0.99
isogroup6100,0.1
isogroup6101,-0.66
isogroup6102,0.32
isogroup6103,-1.13
isogroup6104,-0.97
isogroup6105,0.85
isogroup6106,-0.17
isogroup6107,0.98
isogroup6108,-0.2
isogroup6109,-0.29
isogroup611,-0.98
isogroup6110,-0.01
isogroup6111,0.22
isogroup6112,0.13
isogroup6113,-0.48
isogroup6114,-0.22
isogroup6115,-0.01
isogroup6116,-1.7
isogroup6117,-0.14
isogroup6118,-0.05
isogroup6119,-0.88
isogroup612,-0.48
isogroup6121,1.37
isogroup6122,-1.13
isogroup6123,0.22
isogroup6124,0.15
isogroup6125,0.08
isogroup6126,-1.62
isogroup6127,2.78
isogroup6128,-0.3
isogroup6129,1.32
isogroup613,-2.72
isogroup6130,1.76
isogroup6131,-0.12
isogroup6132,-0.34
isogroup6133,-1.45
isogroup6134,1.15
isogroup6135,0.77
isogroup6136,1.57
isogroup6137,3.2
isogroup6138,0.86
isogroup6139,0.96
isogroup614,-0.88
isogroup6140,0.28
isogroup6141,-1.41
isogroup6142,0.15
isogroup6143,-0.11
isogroup6144,-0.69
isogroup6144.1,0.14
isogroup6145,-0.26
isogroup6146,-0.48
isogroup6147,2.12
isogroup6148,0.93
isogroup6149,2.76
isogroup615,-0.09
isogroup6150,0.53
isogroup6151,-0.4
isogroup6152,-0.58
isogroup6153,-2.09
isogroup6154,1.5
isogroup6155,0.21
isogroup6156,0
isogroup6157,1.28
isogroup6158,-1.79
isogroup616,0.01
isogroup6160,-0.03
isogroup6161,-1.17
isogroup6162,-0.03
isogroup6163,-0.14
isogroup6164,-1.51
isogroup6165,-0.14
isogroup6166,0.37
isogroup6167,0.71
isogroup6168,-1.31
isogroup6169,2.01
isogroup617,2.2
isogroup6170,0.48
isogroup6171,1.07
isogroup6172,-0.19
isogroup6173,0.42
isogroup6174,0.32
isogroup6175,-0.19
isogroup6176,-0.22
isogroup6177,1.1
isogroup6178,0.1
isogroup6179,-0.1
isogroup618,2.29
isogroup6180,-0.42
isogroup6181,-0.24
isogroup6182,-0.24
isogroup6183,0.1
isogroup6184,-1.86
isogroup6185,0.3
isogroup6186,-0.65
isogroup6187,0.46
isogroup6188,-0.08
isogroup6189,0.06
isogroup619,-0.29
isogroup6190,1.69
isogroup6191,0.41
isogroup6192,-2.72
isogroup6193,0.64
isogroup6194,-1.99
isogroup6195,-0.55
isogroup6196,-1.86
isogroup6197,-0.22
isogroup6197.1,-0.15
isogroup6198,0.26
isogroup6199,-0.02
isogroup62,-0.47
isogroup620,-0.25
isogroup6200,0.02
isogroup6201,-0.92
isogroup6202,-3.16
isogroup6203,0.08
isogroup6204,-0.24
isogroup6205,-0.95
isogroup6206,1.48
isogroup6207,-0.27
isogroup6208,0.44
isogroup6209,-0.17
isogroup621,-0.13
isogroup6210,0.42
isogroup6211,0.01
isogroup6212,-0.75
isogroup6213,1.09
isogroup6214,0.04
isogroup6215,-2.16
isogroup6216,0.77
isogroup6217,1.04
isogroup6218,-0.52
isogroup6219,-0.66
isogroup622,-2.95
isogroup6220,-1.16
isogroup6221,-0.57
isogroup6222,-0.61
isogroup6223,0.45
isogroup6224,-1.22
isogroup6225,0.08
isogroup6226,0.1
isogroup6227,-0.91
isogroup6228,0.22
isogroup6229,2.6
isogroup623,-2.55
isogroup6230,0.43
isogroup6231,-0.27
isogroup6232,-0.03
isogroup6233,-0.9
isogroup6234,-0.37
isogroup6235,-0.96
isogroup6236,0.78
isogroup6237,0.15
isogroup6238,-1.07
isogroup6239,0.24
isogroup624,-0.81
isogroup6240,-0.02
isogroup6241,-0.85
isogroup6242,-2.52
isogroup6243,1
isogroup6244,0.9
isogroup6245,0.15
isogroup6246,-2.25
isogroup6247,-0.13
isogroup6248,-0.69
isogroup6249,-0.74
isogroup625,-0.22
isogroup6250,0.64
isogroup6251,0.03
isogroup6252,-0.86
isogroup6253,0.56
isogroup6254,2.25
isogroup6255,0.09
isogroup6256,0.08
isogroup6257,-0.45
isogroup6258,-0.53
isogroup6259,-0.17
isogroup626,0.18
isogroup6260,-1.01
isogroup6261,2.34
isogroup6262,1.8
isogroup6263,-0.14
isogroup6264,1.5
isogroup6265,1.95
isogroup6266,0.36
isogroup6267,0.94
isogroup6268,0.35
isogroup6269,0.08
isogroup627,0.09
isogroup6270,0.77
isogroup6271,-0.02
isogroup6272,-2.16
isogroup6273,-0.21
isogroup6274,0.12
isogroup6275,-0.58
isogroup6276,1.02
isogroup6277,-2.1
isogroup6278,1.15
isogroup6279,-0.44
isogroup628,-0.14
isogroup6280,0.32
isogroup6281,0.12
isogroup6282,0.34
isogroup6283,1.17
isogroup6284,1.3
isogroup6285,-0.29
isogroup6286,-0.09
isogroup6287,-0.11
isogroup6288,1.71
isogroup6289,-0.02
isogroup629,-2.41
isogroup6290,0.13
isogroup6291,-0.99
isogroup6292,1.68
isogroup6293,-0.34
isogroup6294,0.58
isogroup6295,-2.49
isogroup6296,-0.16
isogroup6297,0.05
isogroup6298,0.38
isogroup6299,1.17
isogroup63,-0.72
isogroup630,-0.71
isogroup6300,-0.29
isogroup6301,0.04
isogroup6302,1.8
isogroup6303,0.28
isogroup6304,1.14
isogroup6305,-0.11
isogroup6306,-1.08
isogroup6307,-1.13
isogroup6308,0.81
isogroup6309,-0.3
isogroup631,0.12
isogroup6310,-0.34
isogroup6311,0.99
isogroup6312,5.53
isogroup6313,-0.25
isogroup6314,-0.05
isogroup6315,0.49
isogroup6316,-0.09
isogroup6317,2.11
isogroup6318,-0.29
isogroup6319,0.12
isogroup632,0.83
isogroup6320,0.07
isogroup6321,0.09
isogroup6322,1.1
isogroup6323,-0.11
isogroup6324,-0.2
isogroup6325,0.36
isogroup6326,0.11
isogroup6327,-0.29
isogroup6328,-1.1
isogroup6329,0.98
isogroup633,-0.01
isogroup6330,0.25
isogroup6331,-0.82
isogroup6332,0
isogroup6333,-1.1
isogroup6334,0.05
isogroup6335,1.12
isogroup6336,2.75
isogroup6337,0.05
isogroup6338,0.2
isogroup6339,-0.47
isogroup634,0.39
isogroup6340,0.17
isogroup6341,0.12
isogroup6342,0.05
isogroup6343,0.42
isogroup6344,-2.17
isogroup6345,-3.86
isogroup6346,-0.34
isogroup6347,-1.52
isogroup6348,-0.79
isogroup6349,-0.03
isogroup635,-1.4
isogroup6350,-1.43
isogroup6351,-0.98
isogroup6352,0.27
isogroup6353,0.52
isogroup6354,0.35
isogroup6355,-0.15
isogroup6356,0.01
isogroup6357,-0.79
isogroup6358,0.65
isogroup6359,-1.48
isogroup636,-0.03
isogroup6360,-1.35
isogroup6361,0.02
isogroup6362,-2.49
isogroup6363,0.16
isogroup6364,-1.96
isogroup6365,0.06
isogroup6366,-0.14
isogroup6367,0.4
isogroup6368,0.87
isogroup6369,-0.05
isogroup637,0.07
isogroup6370,1.9
isogroup6371,-0.24
isogroup6372,-0.75
isogroup6373,-1.58
isogroup6374,0.45
isogroup6375,-0.34
isogroup6376,-0.97
isogroup6377,1.21
isogroup6378,0.96
isogroup6379,0.13
isogroup638,-0.17
isogroup6380,0.07
isogroup6381,-0.27
isogroup6382,-0.36
isogroup6383,0.38
isogroup6384,-0.14
isogroup6385,-0.09
isogroup6386,-0.78
isogroup6387,0.12
isogroup6388,-0.93
isogroup6389,-0.12
isogroup639,-0.62
isogroup6390,1.19
isogroup6391,-2.03
isogroup6392,-0.22
isogroup6393,-0.67
isogroup6394,-0.14
isogroup6395,0.07
isogroup6396,-1.66
isogroup6397,-0.52
isogroup6398,1.58
isogroup6399,0.21
isogroup64,-0.24
isogroup640,0.01
isogroup6400,0.3
isogroup6401,0.66
isogroup6402,0.02
isogroup6403,0.17
isogroup6404,0.33
isogroup6405,-0.16
isogroup6406,-0.3
isogroup6407,-0.05
isogroup6408,1.95
